# BUSCO version is: 3.0.2 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 8, number of BUSCOs: 982)
# To reproduce this run: python /home/banaeiak/miniconda3/envs/Busco/bin/run_BUSCO.py -i haemonchus_contortus.PRJEB506.WBPS9.genomic.fa -o haemonchus_contortus.PRJEB506.WBPS9.genomic.faBuscoResult.txt -l ../Database/nematoda_odb9/ -m genome -c 4 -sp caenorhabditis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091H02RC	Duplicated	scaffold_1501	48845	58683	752.6	384
EOG091H02RC	Duplicated	scaffold_5774	907	9895	693.9	351
EOG091H02RR	Duplicated	scaffold_1034	47481	56039	518.0	334
EOG091H02RR	Duplicated	scaffold_1641	52924	62635	578.8	361
EOG091H02S6	Complete	scaffold_64	97708	104467	514.1	373
EOG091H02S8	Duplicated	scaffold_4649	11185	16026	759.1	363
EOG091H02S8	Duplicated	scaffold_4978	1	5735	694.8	346
EOG091H02SL	Complete	scaffold_149	40380	45469	556.9	394
EOG091H02SZ	Complete	scaffold_577	69894	91679	290.1	227
EOG091H02T9	Complete	scaffold_75	131983	141441	525.5	373
EOG091H02TB	Fragmented	scaffold_1937	30820	34698	506.1	289
EOG091H02TJ	Complete	scaffold_74	271978	277763	739.2	419
EOG091H02UF	Complete	scaffold_2714	29320	34353	438.8	320
EOG091H02US	Complete	scaffold_1111	69083	80367	665.6	359
EOG091H02V3	Missing
EOG091H02V7	Missing
EOG091H02VU	Complete	scaffold_247	162643	176651	394.1	340
EOG091H02VX	Complete	scaffold_1704	28607	31265	849.5	411
EOG091H02W1	Complete	scaffold_1109	20137	25823	601.8	413
EOG091H02W7	Duplicated	scaffold_4717	1796	9200	225.1	160
EOG091H02W7	Duplicated	scaffold_821	43439	50677	225.5	160
EOG091H02X0	Duplicated	scaffold_4053	4810	13254	544.7	308
EOG091H02X0	Duplicated	scaffold_4232	86	8247	544.3	308
EOG091H02XN	Missing
EOG091H02XP	Complete	scaffold_256	83666	88708	671.4	334
EOG091H02XU	Missing
EOG091H02YK	Duplicated	scaffold_1781	26803	37018	337.3	309
EOG091H02YK	Duplicated	scaffold_2633	26806	37021	337.3	309
EOG091H02YK	Duplicated	scaffold_514	128082	138297	337.3	309
EOG091H02YS	Complete	scaffold_267	15780	23404	313.9	371
EOG091H02Z6	Complete	scaffold_739	38312	45048	716.8	359
EOG091H02ZH	Complete	scaffold_38	150228	158419	816.5	400
EOG091H02ZR	Duplicated	scaffold_2377	24734	34078	249.3	316
EOG091H02ZR	Duplicated	scaffold_5114	1212	10515	286.1	441
EOG091H02ZX	Missing
EOG091H0302	Complete	scaffold_2692	469	20035	542.1	360
EOG091H0306	Complete	scaffold_1562	30557	65289	438.1	319
EOG091H0315	Complete	scaffold_263	43192	53631	449.9	342
EOG091H031Y	Complete	scaffold_3300	13779	22547	316.0	302
EOG091H032B	Complete	scaffold_38	266760	270688	710.4	363
EOG091H032X	Complete	scaffold_3564	1506	6350	576.2	306
EOG091H0338	Complete	scaffold_2629	20031	24519	511.2	348
EOG091H033A	Complete	scaffold_2514	27716	39615	486.5	287
EOG091H033H	Duplicated	scaffold_1278	1892	16796	606.3	355
EOG091H033H	Duplicated	scaffold_430	60684	75168	609.3	355
EOG091H033Y	Duplicated	scaffold_1451	40125	43626	530.5	320
EOG091H033Y	Duplicated	scaffold_648	110161	113803	530.5	320
EOG091H034Q	Missing
EOG091H034R	Complete	scaffold_1437	15992	33316	548.9	380
EOG091H0352	Fragmented	scaffold_183	224131	226696	316.9	273
EOG091H0357	Complete	scaffold_794	65054	74398	614.2	360
EOG091H0362	Complete	scaffold_387	104801	115975	188.0	162
EOG091H0365	Duplicated	scaffold_3576	13592	18456	679.3	396
EOG091H0365	Duplicated	scaffold_4246	10253	15086	679.3	396
EOG091H036I	Fragmented	scaffold_489	117606	120553	798.6	360
EOG091H036T	Complete	scaffold_263	25674	30864	353.7	378
EOG091H037A	Fragmented	scaffold_448	140758	147978	425.2	322
EOG091H037R	Complete	scaffold_4800	447	4505	422.9	404
EOG091H0387	Missing
EOG091H038Z	Complete	scaffold_1666	32841	36329	667.6	457
EOG091H0395	Complete	scaffold_3587	8921	23829	410.2	293
EOG091H039M	Complete	scaffold_1234	41240	47384	810.9	398
EOG091H039O	Missing
EOG091H039S	Complete	scaffold_234	31162	80360	285.4	235
EOG091H03A1	Duplicated	scaffold_1768	17771	25375	681.0	437
EOG091H03A1	Duplicated	scaffold_3635	8226	10375	671.0	437
EOG091H03AL	Complete	scaffold_52	180683	185128	691.9	333
EOG091H03AR	Complete	scaffold_27	208899	216617	589.0	327
EOG091H03AV	Complete	scaffold_100	25324	32946	620.9	299
EOG091H03B0	Missing
EOG091H03B2	Complete	scaffold_62	294466	299400	492.7	379
EOG091H03B5	Missing
EOG091H03BE	Fragmented	scaffold_465	68540	81424	311.5	359
EOG091H03CT	Duplicated	scaffold_1285	3237	8155	626.7	311
EOG091H03CT	Duplicated	scaffold_530	73108	76626	630.0	322
EOG091H03CU	Complete	scaffold_2781	19584	23669	621.6	381
EOG091H03D7	Complete	scaffold_1043	10463	26411	327.0	216
EOG091H03DA	Duplicated	scaffold_3486	8225	11825	571.0	310
EOG091H03DA	Duplicated	scaffold_674	10789	14161	570.8	310
EOG091H03DJ	Missing
EOG091H03DO	Complete	scaffold_1681	52776	59832	551.8	360
EOG091H03EM	Duplicated	scaffold_2271	24099	30053	520.5	397
EOG091H03EM	Duplicated	scaffold_9	313501	317949	519.3	391
EOG091H03FB	Complete	scaffold_137	54668	64386	339.8	336
EOG091H03FE	Missing
EOG091H03FF	Complete	scaffold_629	64289	72957	597.2	342
EOG091H03FO	Complete	scaffold_1645	9469	18143	567.0	336
EOG091H03FW	Complete	scaffold_271	73304	78279	622.0	357
EOG091H03GI	Fragmented	scaffold_408	24834	40279	361.0	266
EOG091H03GZ	Duplicated	scaffold_3056	1169	6065	127.0	197
EOG091H03GZ	Duplicated	scaffold_376	14525	17743	127.1	246
EOG091H03HK	Duplicated	scaffold_2343	3480	9205	731.8	447
EOG091H03HK	Duplicated	scaffold_240	143543	148549	638.1	444
EOG091H03HT	Complete	scaffold_6085	1466	7473	397.8	250
EOG091H03I3	Complete	scaffold_2439	36999	38800	285.3	133
EOG091H03IC	Missing
EOG091H03IE	Complete	scaffold_49	88178	98971	580.2	485
EOG091H03IS	Fragmented	scaffold_3418	3090	6533	189.0	150
EOG091H03J4	Complete	scaffold_196	142239	151339	756.0	373
EOG091H03JG	Complete	scaffold_896	12006	15590	341.2	189
EOG091H03JP	Complete	scaffold_593	11178	19546	505.9	277
EOG091H03KF	Missing
EOG091H03KM	Duplicated	scaffold_1092	6896	13050	590.9	386
EOG091H03KM	Duplicated	scaffold_3502	20562	25659	593.4	391
EOG091H03L0	Complete	scaffold_76	236747	240051	457.2	253
EOG091H03LM	Fragmented	scaffold_940	36130	38134	434.9	327
EOG091H03LO	Complete	scaffold_726	11522	24505	434.3	320
EOG091H03LP	Complete	scaffold_571	34390	48204	446.3	297
EOG091H03LV	Fragmented	scaffold_103	123071	142424	484.8	337
EOG091H03NW	Complete	scaffold_733	79933	84921	533.7	367
EOG091H03OC	Duplicated	scaffold_279	125133	131761	678.3	381
EOG091H03OC	Duplicated	scaffold_279	131873	136171	695.6	378
EOG091H03OM	Duplicated	scaffold_354	32521	38369	534.6	295
EOG091H03OM	Duplicated	scaffold_4192	5755	9975	534.7	295
EOG091H03OO	Complete	scaffold_476	5407	10935	359.7	239
EOG091H03PC	Duplicated	scaffold_1248	7568	10682	391.0	328
EOG091H03PC	Duplicated	scaffold_3823	19109	22170	367.2	339
EOG091H03PU	Complete	scaffold_181	128652	130606	439.5	234
EOG091H03PX	Complete	scaffold_10	86877	89661	259.1	164
EOG091H03Q1	Missing
EOG091H03QK	Duplicated	scaffold_1893	36687	43340	556.0	347
EOG091H03QK	Duplicated	scaffold_2334	3117	9655	531.8	347
EOG091H03QW	Missing
EOG091H03QZ	Duplicated	scaffold_283	111689	114207	738.9	389
EOG091H03QZ	Duplicated	scaffold_630	17528	20227	738.9	389
EOG091H03RO	Complete	scaffold_119	126158	137340	565.9	337
EOG091H03S3	Missing
EOG091H03S6	Complete	scaffold_3621	13753	17081	492.5	332
EOG091H03SV	Duplicated	scaffold_4034	15765	20993	568.4	290
EOG091H03SV	Duplicated	scaffold_428	24420	32434	568.4	290
EOG091H03T8	Missing
EOG091H03TK	Missing
EOG091H03TP	Complete	scaffold_106	189840	196817	677.8	323
EOG091H03TQ	Complete	scaffold_1300	60374	62532	576.4	322
EOG091H03TW	Missing
EOG091H03TZ	Duplicated	scaffold_1945	16430	25759	180.3	222
EOG091H03TZ	Duplicated	scaffold_719	5478	11876	182.0	216
EOG091H03U2	Fragmented	scaffold_760	29450	40506	512.4	340
EOG091H03UM	Complete	scaffold_4786	10639	14555	255.5	263
EOG091H03UP	Duplicated	scaffold_1285	14972	25796	490.2	302
EOG091H03UP	Duplicated	scaffold_530	84576	88130	463.5	308
EOG091H03UR	Complete	scaffold_2788	24444	33106	315.6	318
EOG091H03VF	Complete	scaffold_540	28284	37559	650.3	306
EOG091H03VV	Missing
EOG091H03W7	Fragmented	scaffold_122	214536	217992	278.8	202
EOG091H03W9	Complete	scaffold_2841	28489	34557	626.0	340
EOG091H03WD	Complete	scaffold_425	91774	99028	637.9	328
EOG091H03WJ	Fragmented	scaffold_154	53883	60365	590.0	298
EOG091H03WO	Fragmented	scaffold_448	117737	119557	346.7	162
EOG091H03WS	Missing
EOG091H03WV	Complete	scaffold_2	384314	393118	538.0	317
EOG091H03WX	Complete	scaffold_388	27983	41204	401.6	317
EOG091H03XH	Complete	scaffold_410	92146	102520	284.4	173
EOG091H03XL	Complete	scaffold_110	213956	223017	434.6	202
EOG091H03XM	Complete	scaffold_75	33171	36689	448.6	303
EOG091H03XY	Complete	scaffold_480	45526	51234	555.9	308
EOG091H03XZ	Complete	scaffold_266	70939	77023	485.2	298
EOG091H03Y3	Duplicated	scaffold_1678	34658	37754	642.0	305
EOG091H03Y3	Duplicated	scaffold_1786	12697	15817	642.0	305
EOG091H03Y6	Complete	scaffold_1142	76445	83553	686.3	291
EOG091H03YO	Complete	scaffold_87	112730	117424	294.5	515
EOG091H03YU	Complete	scaffold_893	16548	27335	536.7	460
EOG091H03Z1	Duplicated	scaffold_3153	10746	21690	545.9	326
EOG091H03Z1	Duplicated	scaffold_3153	2206	8030	545.2	306
EOG091H03ZG	Complete	scaffold_120	250923	255376	454.9	333
EOG091H03ZH	Fragmented	scaffold_1775	29003	33793	258.1	236
EOG091H03ZJ	Duplicated	scaffold_148	154992	163220	443.6	291
EOG091H03ZJ	Duplicated	scaffold_495	953	10205	441.7	290
EOG091H03ZL	Complete	scaffold_106	9531	11849	227.4	168
EOG091H03ZT	Duplicated	scaffold_842	16714	19722	557.8	296
EOG091H03ZT	Duplicated	scaffold_868	1646	5040	557.8	296
EOG091H03ZU	Duplicated	scaffold_1268	18069	22047	566.7	287
EOG091H03ZU	Duplicated	scaffold_4147	16366	19194	519.9	280
EOG091H040C	Missing
EOG091H040D	Complete	scaffold_404	143477	148931	355.3	223
EOG091H040I	Complete	scaffold_76	253774	262538	410.0	254
EOG091H040W	Complete	scaffold_4226	6745	18303	407.6	329
EOG091H041E	Duplicated	scaffold_34	261071	277631	690.7	295
EOG091H041E	Duplicated	scaffold_680	83237	88012	635.7	284
EOG091H041E	Duplicated	scaffold_753	1806	6077	636.2	284
EOG091H041T	Duplicated	scaffold_1688	44384	50234	469.5	324
EOG091H041T	Duplicated	scaffold_2422	35966	40910	484.0	325
EOG091H042A	Complete	scaffold_788	29418	48460	284.4	159
EOG091H0431	Complete	scaffold_499	4086	11375	504.8	296
EOG091H0433	Missing
EOG091H0440	Complete	scaffold_33	135683	142431	634.0	338
EOG091H044G	Complete	scaffold_6419	1876	4794	399.3	273
EOG091H044L	Complete	scaffold_2636	15589	20727	557.4	285
EOG091H044T	Complete	scaffold_10864	437	1855	545.4	361
EOG091H044U	Missing
EOG091H045E	Complete	scaffold_2	575521	589234	393.0	392
EOG091H045J	Complete	scaffold_520	86372	117980	488.9	269
EOG091H045Z	Complete	scaffold_4295	12973	14727	404.4	219
EOG091H0460	Complete	scaffold_125	96450	99384	591.0	314
EOG091H0464	Complete	scaffold_1085	31880	37099	523.9	290
EOG091H047D	Complete	scaffold_2575	35930	38496	456.0	344
EOG091H047Z	Fragmented	scaffold_683	103367	109421	375.5	297
EOG091H0480	Complete	scaffold_80	233601	236989	178.0	256
EOG091H048E	Complete	scaffold_1976	37484	45102	226.0	223
EOG091H048H	Duplicated	scaffold_11	504681	507708	505.5	303
EOG091H048H	Duplicated	scaffold_656	60657	63507	505.8	303
EOG091H0491	Duplicated	scaffold_122	47307	51341	510.9	268
EOG091H0491	Duplicated	scaffold_918	73596	76754	512.3	268
EOG091H0499	Fragmented	scaffold_414	37667	45076	515.9	240
EOG091H049M	Missing
EOG091H04A1	Complete	scaffold_739	4496	10030	426.3	288
EOG091H04AC	Complete	scaffold_10	394741	408865	456.2	373
EOG091H04AQ	Missing
EOG091H04B8	Missing
EOG091H04C4	Fragmented	scaffold_297	19347	29219	409.4	208
EOG091H04CB	Complete	scaffold_434	122725	126791	473.3	288
EOG091H04CY	Complete	scaffold_1437	8934	14952	348.0	376
EOG091H04CZ	Complete	scaffold_105	49390	54912	583.3	310
EOG091H04D0	Complete	scaffold_860	50063	59787	402.2	260
EOG091H04D3	Complete	scaffold_354	112828	114681	375.9	247
EOG091H04EF	Duplicated	scaffold_2790	888	7405	450.5	269
EOG091H04EF	Duplicated	scaffold_3178	20091	26569	450.9	269
EOG091H04F1	Fragmented	scaffold_518	114503	128895	473.1	369
EOG091H04FI	Missing
EOG091H04G3	Complete	scaffold_1741	50165	54501	362.7	225
EOG091H04G8	Complete	scaffold_181	124549	127903	403.1	281
EOG091H04GH	Complete	scaffold_217	89486	93594	514.2	267
EOG091H04HP	Complete	scaffold_739	30934	37976	654.9	305
EOG091H04KS	Complete	scaffold_297	31559	39983	299.0	295
EOG091H04L1	Complete	scaffold_6684	2157	4585	435.3	197
EOG091H04M5	Complete	scaffold_1071	32023	38000	307.8	240
EOG091H04MM	Complete	scaffold_2042	6916	14190	570.6	432
EOG091H04MR	Complete	scaffold_6002	996	8372	470.5	307
EOG091H04MS	Complete	scaffold_2592	24337	28071	594.8	317
EOG091H04MX	Complete	scaffold_2726	33125	36375	462.2	236
EOG091H04OV	Complete	scaffold_175	227451	231052	614.6	276
EOG091H04P1	Complete	scaffold_246	178147	182495	452.6	305
EOG091H04P2	Complete	scaffold_946	82606	86742	326.2	202
EOG091H04P8	Complete	scaffold_73	143071	151451	367.0	306
EOG091H04PD	Complete	scaffold_64	85434	91648	580.5	302
EOG091H04PN	Complete	scaffold_462	71365	78963	362.0	241
EOG091H04Q2	Complete	scaffold_292	61625	69709	697.8	319
EOG091H04Q6	Complete	scaffold_2857	1	7265	341.5	436
EOG091H04QD	Duplicated	scaffold_3151	19796	25209	506.4	236
EOG091H04QD	Duplicated	scaffold_377	14296	19109	506.4	236
EOG091H04RD	Duplicated	scaffold_1474	50290	53148	390.2	309
EOG091H04RD	Duplicated	scaffold_7578	1406	4388	395.9	272
EOG091H04RG	Complete	scaffold_4490	9786	12893	601.9	308
EOG091H04RZ	Complete	scaffold_3910	12329	21623	384.3	227
EOG091H04T9	Complete	scaffold_1701	24574	29176	458.2	290
EOG091H04TX	Complete	scaffold_312	56807	60045	370.1	256
EOG091H04U8	Complete	scaffold_24	140715	145591	341.7	279
EOG091H04UR	Duplicated	scaffold_1761	50876	53180	605.9	334
EOG091H04UR	Duplicated	scaffold_2445	32272	34360	605.9	334
EOG091H04VY	Complete	scaffold_577	100400	104938	432.1	255
EOG091H04WQ	Missing
EOG091H04X6	Complete	scaffold_145	184755	194670	449.6	276
EOG091H04XC	Complete	scaffold_1837	6791	17646	457.0	247
EOG091H04XH	Complete	scaffold_557	76072	80340	426.1	243
EOG091H04XZ	Fragmented	scaffold_1217	33893	60364	311.0	239
EOG091H04Y6	Duplicated	scaffold_1552	37019	46144	473.1	402
EOG091H04Y6	Duplicated	scaffold_3248	20171	29279	431.3	308
EOG091H04YC	Complete	scaffold_100	88693	91058	225.9	342
EOG091H04YN	Missing
EOG091H04ZK	Complete	scaffold_143	113081	117463	445.6	264
EOG091H04ZT	Complete	scaffold_710	60912	68510	363.0	311
EOG091H050B	Complete	scaffold_103	73677	78725	534.0	313
EOG091H050D	Complete	scaffold_121	200316	202930	308.1	243
EOG091H050V	Missing
EOG091H050X	Complete	scaffold_267	35769	42174	272.3	344
EOG091H051E	Complete	scaffold_105	61912	67138	185.0	158
EOG091H051G	Complete	scaffold_38	26117	34271	263.3	209
EOG091H0526	Duplicated	scaffold_4053	19602	20780	528.3	293
EOG091H0526	Duplicated	scaffold_4232	14217	15395	534.4	293
EOG091H0538	Complete	scaffold_570	116537	119221	456.5	277
EOG091H0539	Complete	scaffold_42	58330	61442	423.9	289
EOG091H053G	Complete	scaffold_83	28849	30915	426.1	239
EOG091H0542	Complete	scaffold_304	89797	93134	459.7	238
EOG091H054R	Duplicated	scaffold_2405	30119	33577	400.0	268
EOG091H054R	Duplicated	scaffold_4574	11264	16822	405.6	271
EOG091H054Y	Duplicated	scaffold_1300	63235	66914	554.5	269
EOG091H054Y	Duplicated	scaffold_4253	16560	19120	554.5	269
EOG091H0556	Duplicated	scaffold_2313	29787	32901	501.4	281
EOG091H0556	Duplicated	scaffold_97	218205	227965	426.4	279
EOG091H055B	Duplicated	scaffold_2131	2688	7635	425.8	364
EOG091H055B	Duplicated	scaffold_667	104263	109401	425.4	364
EOG091H055C	Complete	scaffold_108	156398	166060	543.7	294
EOG091H055R	Complete	scaffold_45	88292	96311	473.4	252
EOG091H056A	Complete	scaffold_942	83372	85892	443.1	303
EOG091H056M	Missing
EOG091H056U	Complete	scaffold_1075	55986	58691	497.8	265
EOG091H057H	Complete	scaffold_1645	42073	49998	361.3	233
EOG091H057P	Duplicated	scaffold_1556	18535	24083	281.2	327
EOG091H057P	Duplicated	scaffold_5772	276	4420	283.8	270
EOG091H057W	Duplicated	scaffold_2054	8670	17458	523.9	390
EOG091H057W	Duplicated	scaffold_231	193388	202402	526.6	380
EOG091H058F	Complete	scaffold_37	160675	167013	272.4	205
EOG091H0596	Complete	scaffold_71	57682	62100	411.9	225
EOG091H059E	Missing
EOG091H059F	Complete	scaffold_2853	21523	32932	270.8	252
EOG091H05AN	Complete	scaffold_220	25191	33731	429.2	259
EOG091H05BA	Complete	scaffold_240	79003	87011	428.6	247
EOG091H05BO	Complete	scaffold_150	39103	45164	565.6	306
EOG091H05BW	Missing
EOG091H05C4	Missing
EOG091H05CW	Complete	scaffold_51	169249	177314	449.0	223
EOG091H05E4	Fragmented	scaffold_324	97926	106213	233.4	177
EOG091H05EN	Duplicated	scaffold_1037	8114	11228	156.9	169
EOG091H05EN	Duplicated	scaffold_4726	5516	8027	162.8	164
EOG091H05ET	Complete	scaffold_275	169675	173750	295.8	230
EOG091H05F5	Fragmented	scaffold_386	65804	79412	117.3	212
EOG091H05FG	Complete	scaffold_463	75142	76015	130.2	137
EOG091H05FT	Complete	scaffold_895	16692	21594	448.1	207
EOG091H05FU	Complete	scaffold_2	107315	114879	377.6	275
EOG091H05FV	Missing
EOG091H05H5	Complete	scaffold_235	112090	114044	275.4	167
EOG091H05H6	Complete	scaffold_1067	78060	87944	492.7	297
EOG091H05HQ	Missing
EOG091H05HW	Duplicated	scaffold_3192	7317	10145	309.7	255
EOG091H05HW	Duplicated	scaffold_3376	7317	10215	309.7	255
EOG091H05HY	Complete	scaffold_328	127672	130388	422.0	306
EOG091H05I4	Fragmented	scaffold_1095	33573	44567	254.9	223
EOG091H05I8	Duplicated	scaffold_331	97266	100814	494.8	252
EOG091H05I8	Duplicated	scaffold_855	85146	87594	469.1	241
EOG091H05II	Complete	scaffold_16	274135	286359	260.4	268
EOG091H05IK	Complete	scaffold_69	278710	281698	529.3	281
EOG091H05J3	Complete	scaffold_5076	8257	12225	152.8	241
EOG091H05JJ	Fragmented	scaffold_1777	42810	45574	197.8	227
EOG091H05K1	Duplicated	scaffold_2206	8071	15424	448.8	216
EOG091H05K1	Duplicated	scaffold_573	112478	120445	448.8	216
EOG091H05KP	Complete	scaffold_6275	3156	6600	433.2	263
EOG091H05KS	Fragmented	scaffold_166	205486	222130	317.6	225
EOG091H05L2	Complete	scaffold_190	44130	47789	373.7	410
EOG091H05LD	Missing
EOG091H05LE	Missing
EOG091H05M3	Complete	scaffold_1570	366	4523	465.1	248
EOG091H05MH	Complete	scaffold_85	54280	62360	289.1	184
EOG091H05NI	Duplicated	scaffold_2078	1183	3935	404.1	229
EOG091H05NI	Duplicated	scaffold_2078	4226	7345	433.5	231
EOG091H05NI	Duplicated	scaffold_447	33614	37067	433.5	231
EOG091H05NI	Duplicated	scaffold_6673	827	5585	437.8	231
EOG091H05NJ	Complete	scaffold_58	238423	242303	411.7	233
EOG091H05OT	Complete	scaffold_1516	25037	31200	542.2	270
EOG091H05P6	Complete	scaffold_37	78043	90007	311.7	233
EOG091H05PJ	Fragmented	scaffold_20	14936	19438	209.3	127
EOG091H05PM	Missing
EOG091H05Q3	Complete	scaffold_183	62672	81823	393.5	264
EOG091H05Q7	Duplicated	scaffold_530	60188	62459	298.7	238
EOG091H05Q7	Duplicated	scaffold_5574	5346	11152	300.2	188
EOG091H05QG	Duplicated	scaffold_1292	344	3455	250.4	199
EOG091H05QG	Duplicated	scaffold_9	121054	126488	287.1	205
EOG091H05RZ	Fragmented	scaffold_104	179448	182856	361.1	275
EOG091H05S1	Fragmented	scaffold_176	62858	79001	303.7	257
EOG091H05SJ	Duplicated	scaffold_1023	60578	64271	309.0	262
EOG091H05SJ	Duplicated	scaffold_1104	35077	42650	310.5	274
EOG091H05SN	Complete	scaffold_357	55103	65327	364.9	217
EOG091H05TP	Complete	scaffold_97	30772	32261	418.2	229
EOG091H05UG	Complete	scaffold_1185	55687	59631	385.2	295
EOG091H05UV	Complete	scaffold_682	21495	28211	208.7	289
EOG091H05VE	Complete	scaffold_469	75112	80066	419.5	266
EOG091H05VK	Duplicated	scaffold_2531	7147	10651	337.3	221
EOG091H05VK	Duplicated	scaffold_3074	20683	23751	337.8	221
EOG091H05WA	Complete	scaffold_417	115529	128397	282.6	242
EOG091H05WB	Duplicated	scaffold_1233	26169	30853	228.4	235
EOG091H05WB	Duplicated	scaffold_740	56979	60925	251.8	238
EOG091H05XE	Complete	scaffold_6291	3946	5167	482.8	266
EOG091H05XG	Duplicated	scaffold_195	204605	206923	375.0	272
EOG091H05XG	Duplicated	scaffold_4429	8071	10567	375.1	272
EOG091H05Y2	Complete	scaffold_143	236902	239992	275.2	199
EOG091H05YE	Complete	scaffold_628	92059	98923	342.0	199
EOG091H05YP	Duplicated	scaffold_1075	4947	7695	263.8	182
EOG091H05YP	Duplicated	scaffold_4072	14792	19176	265.4	187
EOG091H05ZX	Complete	scaffold_906	3073	14775	500.4	257
EOG091H060B	Fragmented	scaffold_393	32087	34492	433.0	225
EOG091H0625	Fragmented	scaffold_5773	1	1601	243.2	121
EOG091H0639	Complete	scaffold_2529	2270	7725	243.0	224
EOG091H0641	Missing
EOG091H064Q	Complete	scaffold_25	412745	416063	532.3	326
EOG091H064T	Duplicated	scaffold_3145	10457	19690	380.0	252
EOG091H064T	Duplicated	scaffold_338	149159	158513	380.0	252
EOG091H0654	Complete	scaffold_34	170711	175799	345.2	326
EOG091H065E	Complete	scaffold_38	304383	306004	472.6	242
EOG091H065N	Duplicated	scaffold_1075	58747	61392	408.8	219
EOG091H065N	Duplicated	scaffold_2226	2625	5305	407.9	219
EOG091H065R	Missing
EOG091H066S	Duplicated	scaffold_2671	17629	19612	333.4	230
EOG091H066S	Duplicated	scaffold_3446	12	1748	346.8	230
EOG091H0684	Complete	scaffold_631	105711	113392	311.6	271
EOG091H068Q	Complete	scaffold_960	37233	40223	418.1	239
EOG091H068R	Complete	scaffold_156	12330	14815	404.0	214
EOG091H068W	Duplicated	scaffold_387	13064	19980	362.7	229
EOG091H068W	Duplicated	scaffold_783	87928	95056	362.7	229
EOG091H0695	Complete	scaffold_696	96546	100454	342.4	233
EOG091H069L	Complete	scaffold_305	48436	51952	286.7	247
EOG091H06B0	Complete	scaffold_977	85336	88724	175.7	227
EOG091H06CG	Complete	scaffold_132	113211	116860	304.5	232
EOG091H06E3	Complete	scaffold_1127	79202	84372	281.7	219
EOG091H06E8	Complete	scaffold_63	48311	51177	247.0	161
EOG091H06EG	Missing
EOG091H06F0	Complete	scaffold_117	91355	93676	367.8	202
EOG091H06FU	Complete	scaffold_575	114487	120369	396.7	180
EOG091H06GG	Complete	scaffold_1269	24528	27306	505.2	258
EOG091H06GW	Complete	scaffold_255	190409	192247	306.5	229
EOG091H06HP	Complete	scaffold_2787	16347	24867	208.9	128
EOG091H06I5	Fragmented	scaffold_1206	73711	79792	359.3	187
EOG091H06IH	Complete	scaffold_297	9032	14234	222.6	295
EOG091H06IK	Complete	scaffold_197	167595	171273	204.5	156
EOG091H06IL	Fragmented	scaffold_739	15238	26106	397.8	246
EOG091H06J8	Duplicated	scaffold_1019	51329	60288	290.8	174
EOG091H06J8	Duplicated	scaffold_2220	2012	5625	292.7	173
EOG091H06JZ	Complete	scaffold_163	120899	125862	268.3	210
EOG091H06K4	Fragmented	scaffold_673	41064	68932	261.3	195
EOG091H06K6	Complete	scaffold_266	63763	67246	296.2	227
EOG091H06LC	Complete	scaffold_942	80104	81312	250.5	189
EOG091H06M0	Fragmented	scaffold_2996	31378	32476	243.7	116
EOG091H06MW	Complete	scaffold_1035	43153	55687	349.8	219
EOG091H06MX	Duplicated	scaffold_465	52390	61300	311.4	671
EOG091H06MX	Duplicated	scaffold_579	51308	61276	283.9	687
EOG091H06N7	Missing
EOG091H06NT	Missing
EOG091H06NY	Duplicated	scaffold_319	98927	102816	346.3	190
EOG091H06NY	Duplicated	scaffold_3207	17420	20873	347.9	190
EOG091H06O1	Complete	scaffold_61	60891	65288	470.8	288
EOG091H06OZ	Duplicated	scaffold_2343	1686	3420	290.7	263
EOG091H06OZ	Duplicated	scaffold_240	139576	143490	318.1	346
EOG091H06P4	Complete	scaffold_264	806	7380	440.2	237
EOG091H06RT	Fragmented	scaffold_2951	24015	32050	216.7	205
EOG091H06RV	Duplicated	scaffold_1017	22838	25566	381.8	250
EOG091H06RV	Duplicated	scaffold_4468	8806	12667	382.0	250
EOG091H06SD	Complete	scaffold_969	24328	26914	303.6	187
EOG091H06SS	Missing
EOG091H06TA	Missing
EOG091H06U3	Fragmented	scaffold_12249	1	815	97.6	59
EOG091H06VU	Complete	scaffold_18	456127	459517	426.7	226
EOG091H06W9	Complete	scaffold_477	99729	107421	218.7	172
EOG091H06WU	Complete	scaffold_788	87487	90769	438.6	214
EOG091H06XM	Complete	scaffold_1217	7156	21700	94.1	120
EOG091H06XQ	Missing
EOG091H06Y7	Complete	scaffold_128	209005	211239	367.6	174
EOG091H070B	Fragmented	scaffold_1768	12103	15728	344.4	159
EOG091H070G	Complete	scaffold_61	277168	282232	313.3	209
EOG091H070S	Complete	scaffold_266	135901	143705	231.1	196
EOG091H0713	Complete	scaffold_49	313442	314957	288.2	167
EOG091H0717	Duplicated	scaffold_1025	40926	49130	319.0	195
EOG091H0717	Duplicated	scaffold_620	109718	116883	319.1	196
EOG091H071D	Complete	scaffold_2115	12370	14550	422.2	197
EOG091H071R	Duplicated	scaffold_3842	14324	17803	269.9	199
EOG091H071R	Duplicated	scaffold_9	222444	226682	269.9	205
EOG091H072K	Complete	scaffold_3304	13008	20026	272.6	261
