"group_name"	"n"	"Length"	"Percentcov"
"EOG091H056M"	67	251	26.6932270916335
"EOG091H056U"	173	261	66.2835249042146
"EOG091H057H"	71	251	28.2868525896414
"EOG091H057P"	26	297	8.75420875420875
"EOG091H057W"	138	361	38.2271468144044
"EOG091H058F"	85	198	42.9292929292929
"EOG091H0596"	149	385	38.7012987012987
"EOG091H059E"	82	252	32.5396825396825
"EOG091H059F"	18	248	7.25806451612903
"EOG091H05AN"	80	260	30.7692307692308
"EOG091H05BA"	97	248	39.1129032258064
"EOG091H05BO"	181	307	58.957654723127
"EOG091H05BW"	126	261	48.2758620689655
"EOG091H05C4"	79	207	38.1642512077295
"EOG091H05CW"	158	241	65.5601659751037
"EOG091H05E4"	65	278	23.3812949640288
"EOG091H05EN"	18	199	9.04522613065327
"EOG091H05ET"	73	244	29.9180327868852
"EOG091H05FG"	64	304	21.0526315789474
"EOG091H05FT"	163	208	78.3653846153846
"EOG091H05FU"	96	150	64
"EOG091H05FV"	102	266	38.3458646616541
"EOG091H05H5"	38	168	22.6190476190476
"EOG091H05H6"	207	302	68.5430463576159
"EOG091H05HQ"	90	255	35.2941176470588
"EOG091H05HW"	42	291	14.4329896907216
"EOG091H05HY"	62	307	20.1954397394137
"EOG091H05I8"	177	253	69.9604743083004
"EOG091H05II"	26	286	9.09090909090909
"EOG091H05IK"	207	282	73.4042553191489
"EOG091H05K1"	189	221	85.5203619909502
"EOG091H05KP"	152	265	57.3584905660377
"EOG091H05KS"	80	385	20.7792207792208
"EOG091H05L2"	46	424	10.8490566037736
"EOG091H05LD"	163	237	68.7763713080169
"EOG091H05LE"	30	238	12.6050420168067
"EOG091H05M3"	167	249	67.0682730923695
"EOG091H05MH"	105	249	42.1686746987952
"EOG091H05NI"	167	237	70.4641350210971
"EOG091H05NJ"	136	260	52.3076923076923
"EOG091H05OT"	180	274	65.6934306569343
"EOG091H05P6"	53	247	21.4574898785425
"EOG091H05PJ"	77	294	26.1904761904762
"EOG091H05Q3"	90	266	33.8345864661654
"EOG091H05Q7"	75	250	30
"EOG091H05QG"	88	234	37.6068376068376
"EOG091H05RZ"	171	296	57.7702702702703
"EOG091H05S1"	74	289	25.6055363321799
"EOG091H05SJ"	23	281	8.18505338078292
"EOG091H05SN"	113	247	45.748987854251
"EOG091H05TP"	169	230	73.4782608695652
"EOG091H05UG"	34	327	10.3975535168196
"EOG091H05VE"	117	267	43.8202247191011
"EOG091H05VK"	106	223	47.5336322869955
"EOG091H05WA"	21	247	8.50202429149797
"EOG091H05WB"	21	249	8.43373493975904
"EOG091H05XE"	235	271	86.7158671586716
"EOG091H05XG"	84	274	30.6569343065693
"EOG091H05Y2"	66	203	32.512315270936
"EOG091H05YE"	104	200	52
"EOG091H05YP"	81	357	22.6890756302521
"EOG091H05ZX"	150	258	58.1395348837209
"EOG091H060B"	162	269	60.2230483271376
"EOG091H0625"	170	216	78.7037037037037
"EOG091H0639"	18	245	7.34693877551021
"EOG091H064Q"	156	327	47.7064220183486
"EOG091H064T"	79	254	31.1023622047244
"EOG091H0654"	49	469	10.4477611940298
"EOG091H065E"	160	243	65.843621399177
"EOG091H065N"	134	221	60.6334841628959
"EOG091H065R"	68	367	18.5286103542234
"EOG091H066S"	116	232	50
"EOG091H0684"	102	242	42.1487603305785
"EOG091H068Q"	184	240	76.6666666666667
"EOG091H068R"	145	215	67.4418604651163
"EOG091H068W"	84	274	30.6569343065693
"EOG091H0695"	70	235	29.7872340425532
"EOG091H069L"	55	258	21.3178294573643
"EOG091H06CG"	49	224	21.875
"EOG091H06E3"	23	223	10.3139013452915
"EOG091H06E8"	115	219	52.5114155251142
"EOG091H06F0"	140	206	67.9611650485437
"EOG091H06FU"	137	181	75.6906077348066
"EOG091H06GG"	201	261	77.0114942528736
"EOG091H06GW"	17	230	7.39130434782609
"EOG091H06HP"	29	134	21.6417910447761
"EOG091H06I5"	150	216	69.4444444444444
"EOG091H06IK"	29	266	10.9022556390977
"EOG091H06IL"	80	269	29.7397769516729
"EOG091H06K4"	67	199	33.6683417085427
"EOG091H06K6"	17	228	7.45614035087719
"EOG091H06LC"	35	216	16.2037037037037
"EOG091H06M0"	85	207	41.0628019323672
"EOG091H06MW"	79	220	35.9090909090909
"EOG091H06N7"	19	422	4.50236966824645
"EOG091H06NT"	56	287	19.5121951219512
"EOG091H06NY"	94	195	48.2051282051282
"EOG091H06O1"	160	278	57.5539568345324
"EOG091H06OZ"	69	374	18.4491978609626
"EOG091H06P4"	177	238	74.3697478991597
"EOG091H06RT"	31	232	13.3620689655172
"EOG091H06RV"	134	253	52.9644268774704
"EOG091H06SS"	41	245	16.734693877551
"EOG091H06TA"	79	300	26.3333333333333
"EOG091H06U3"	62	195	31.7948717948718
"EOG091H06VU"	185	227	81.4977973568282
"EOG091H06WU"	127	215	59.0697674418605
"EOG091H06XQ"	38	211	18.0094786729858
"EOG091H06Y7"	127	175	72.5714285714286
"EOG091H070B"	156	190	82.1052631578947
"EOG091H070G"	96	237	40.5063291139241
"EOG091H070S"	30	214	14.018691588785
"EOG091H0713"	83	170	48.8235294117647
"EOG091H0717"	71	211	33.6492890995261
"EOG091H071D"	126	198	63.6363636363636
"EOG091H071R"	92	200	46
"EOG091H072Q"	38	126	30.1587301587302
"EOG091H0730"	85	202	42.0792079207921
"EOG091H073T"	40	284	14.0845070422535
"EOG091H074D"	79	253	31.2252964426877
"EOG091H074S"	46	192	23.9583333333333
"EOG091H0759"	109	219	49.7716894977169
"EOG091H075U"	142	215	66.046511627907
"EOG091H075Z"	37	180	20.5555555555556
"EOG091H076A"	60	175	34.2857142857143
"EOG091H076I"	78	204	38.2352941176471
"EOG091H077O"	47	234	20.0854700854701
"EOG091H078C"	85	205	41.4634146341463
"EOG091H0792"	163	167	97.6047904191617
"EOG091H079E"	47	136	34.5588235294118
"EOG091H079Q"	96	231	41.5584415584416
"EOG091H07A9"	109	174	62.6436781609195
"EOG091H07BC"	115	205	56.0975609756098
"EOG091H07C6"	109	175	62.2857142857143
"EOG091H07CB"	34	170	20
"EOG091H07CQ"	19	233	8.15450643776824
"EOG091H07D4"	33	203	16.256157635468
"EOG091H07D8"	73	174	41.9540229885057
"EOG091H07DH"	143	170	84.1176470588235
"EOG091H07DI"	157	167	94.0119760479042
"EOG091H07DQ"	86	180	47.7777777777778
"EOG091H07DW"	64	223	28.6995515695067
"EOG091H07E3"	38	191	19.8952879581152
"EOG091H07EW"	119	183	65.0273224043716
"EOG091H07EX"	110	317	34.7003154574132
"EOG091H07FE"	70	220	31.8181818181818
"EOG091H07FF"	135	189	71.4285714285714
"EOG091H07GQ"	143	190	75.2631578947368
"EOG091H07GY"	26	244	10.655737704918
"EOG091H07HG"	31	171	18.1286549707602
"EOG091H07IQ"	84	179	46.927374301676
"EOG091H07K5"	78	185	42.1621621621622
"EOG091H07K7"	167	182	91.7582417582418
"EOG091H07KS"	10	252	3.96825396825397
"EOG091H07LN"	47	147	31.9727891156463
"EOG091H07LU"	30	124	24.1935483870968
"EOG091H07O3"	54	171	31.5789473684211
"EOG091H07OF"	18	168	10.7142857142857
"EOG091H07OL"	159	203	78.3251231527094
"EOG091H07PB"	33	213	15.4929577464789
"EOG091H07PS"	77	167	46.1077844311377
"EOG091H07R1"	25	173	14.4508670520231
"EOG091H07RS"	137	161	85.0931677018634
"EOG091H07RU"	90	119	75.6302521008403
"EOG091H07SM"	135	179	75.4189944134078
"EOG091H07TA"	65	184	35.3260869565217
"EOG091H07TO"	142	166	85.5421686746988
"EOG091H07U8"	88	164	53.6585365853659
"EOG091H07UA"	104	258	40.3100775193798
"EOG091H07VA"	162	178	91.0112359550562
"EOG091H07VO"	82	84	97.6190476190476
"EOG091H07W7"	91	137	66.4233576642336
"EOG091H07XH"	178	179	99.4413407821229
"EOG091H07XI"	18	160	11.25
"EOG091H07XV"	116	190	61.0526315789474
"EOG091H07XY"	98	161	60.8695652173913
"EOG091H07Y2"	175	178	98.314606741573
"EOG091H07YC"	103	179	57.5418994413408
"EOG091H07YW"	15	158	9.49367088607595
"EOG091H07Z3"	65	167	38.9221556886228
"EOG091H07ZC"	29	213	13.6150234741784
"EOG091H0809"	20	230	8.69565217391304
"EOG091H080L"	113	154	73.3766233766234
"EOG091H0817"	27	157	17.1974522292994
"EOG091H081J"	79	169	46.7455621301775
"EOG091H081R"	44	246	17.8861788617886
"EOG091H082N"	63	156	40.3846153846154
"EOG091H082Z"	109	149	73.1543624161074
"EOG091H083D"	53	128	41.40625
"EOG091H0851"	27	153	17.6470588235294
"EOG091H0857"	72	144	50
"EOG091H085R"	123	168	73.2142857142857
"EOG091H085T"	21	169	12.4260355029586
"EOG091H0868"	46	195	23.5897435897436
"EOG091H086Q"	104	141	73.7588652482269
"EOG091H087M"	34	173	19.6531791907514
"EOG091H088Y"	122	144	84.7222222222222
"EOG091H089D"	101	151	66.887417218543
"EOG091H08A7"	27	176	15.3409090909091
"EOG091H08AP"	24	166	14.4578313253012
"EOG091H08CJ"	134	140	95.7142857142857
"EOG091H08CO"	57	144	39.5833333333333
"EOG091H08ED"	122	158	77.2151898734177
"EOG091H08FP"	74	129	57.3643410852713
"EOG091H08FQ"	65	213	30.5164319248826
"EOG091H08GV"	96	151	63.5761589403974
"EOG091H08H7"	47	149	31.5436241610738
"EOG091H08HS"	21	146	14.3835616438356
"EOG091H08HY"	119	140	85
"EOG091H08IW"	21	139	15.1079136690647
"EOG091H08J3"	31	141	21.9858156028369
"EOG091H08J9"	103	130	79.2307692307692
"EOG091H08JU"	98	135	72.5925925925926
"EOG091H08LW"	72	136	52.9411764705882
"EOG091H08LX"	65	184	35.3260869565217
"EOG091H08LY"	18	135	13.3333333333333
"EOG091H08NA"	20	129	15.5038759689922
"EOG091H08NZ"	130	181	71.8232044198895
"EOG091H08QV"	41	136	30.1470588235294
"EOG091H08RU"	61	115	53.0434782608696
"EOG091H08RW"	25	110	22.7272727272727
"EOG091H08SY"	98	142	69.0140845070423
"EOG091H08SZ"	86	127	67.7165354330709
"EOG091H08UA"	119	133	89.4736842105263
"EOG091H08X9"	64	130	49.2307692307692
"EOG091H08XO"	89	145	61.3793103448276
"EOG091H08YC"	107	122	87.7049180327869
"EOG091H08YD"	70	107	65.4205607476635
"EOG091H08YO"	112	125	89.6
"EOG091H0905"	85	204	41.6666666666667
"EOG091H090O"	149	203	73.3990147783251
"EOG091H091T"	75	110	68.1818181818182
"EOG091H0924"	40	122	32.7868852459016
"EOG091H092P"	126	133	94.7368421052632
"EOG091H0944"	42	90	46.6666666666667
"EOG091H094D"	112	135	82.962962962963
"EOG091H094E"	89	145	61.3793103448276
"EOG091H095K"	27	128	21.09375
"EOG091H096T"	47	123	38.2113821138211
"EOG091H097R"	21	138	15.2173913043478
"EOG091H097W"	67	124	54.0322580645161
"EOG091H0982"	83	122	68.0327868852459
"EOG091H098B"	31	145	21.3793103448276
"EOG091H098G"	121	175	69.1428571428571
"EOG091H0999"	79	135	58.5185185185185
"EOG091H09AA"	99	131	75.5725190839695
"EOG091H09BG"	32	113	28.3185840707965
"EOG091H09CM"	44	118	37.2881355932203
"EOG091H09D9"	54	263	20.532319391635
"EOG091H09DN"	8	134	5.97014925373134
"EOG091H09E6"	61	104	58.6538461538462
"EOG091H09EO"	61	157	38.8535031847134
"EOG091H09G2"	63	199	31.6582914572864
"EOG091H09GT"	47	124	37.9032258064516
"EOG091H09I7"	76	119	63.8655462184874
"EOG091H09IG"	26	107	24.2990654205607
"EOG091H09LY"	40	107	37.3831775700935
"EOG091H09M5"	61	139	43.8848920863309
"EOG091H09OH"	14	113	12.3893805309735
"EOG091H09QA"	83	106	78.3018867924528
"EOG091H09S6"	70	235	29.7872340425532
"EOG091H09U1"	41	106	38.6792452830189
"EOG091H09U2"	54	159	33.9622641509434
"EOG091H09UD"	49	97	50.5154639175258
"EOG091H09UU"	67	104	64.4230769230769
"EOG091H09V4"	95	102	93.1372549019608
"EOG091H09VW"	25	290	8.62068965517241
"EOG091H09XJ"	28	93	30.1075268817204
"EOG091H09Y8"	88	101	87.1287128712871
"EOG091H09YI"	20	104	19.2307692307692
"EOG091H09YU"	21	216	9.72222222222222
"EOG091H09YV"	18	95	18.9473684210526
"EOG091H0A01"	43	121	35.5371900826446
"EOG091H0A24"	24	115	20.8695652173913
"EOG091H0A3K"	34	120	28.3333333333333
"EOG091H0A4V"	46	86	53.4883720930233
"EOG091H0A6R"	79	128	61.71875
"EOG091H0A7P"	78	114	68.4210526315789
"EOG091H0A8G"	70	96	72.9166666666667
"EOG091H0A9P"	37	83	44.578313253012
"EOG091H0ABO"	47	84	55.952380952381
"EOG091H0ACD"	104	105	99.0476190476191
"EOG091H0AEC"	28	101	27.7227722772277
"EOG091H0AFS"	22	81	27.1604938271605
"EOG091H0AIZ"	33	98	33.6734693877551
"EOG091H0AJN"	77	77	100
"EOG091H0AMN"	20	76	26.3157894736842
"EOG091H0AO9"	18	302	5.96026490066225
"EOG091H0AOW"	49	74	66.2162162162162
"EOG091H0APK"	74	105	70.4761904761905
"EOG091H0ARY"	49	77	63.6363636363636
"EOG091H0ATF"	45	81	55.5555555555556
"EOG091H0AUJ"	32	83	38.5542168674699
"EOG091H0AYQ"	28	96	29.1666666666667
"EOG091H0AZL"	46	71	64.7887323943662
"EOG091H0AZT"	47	88	53.4090909090909
"EOG091H0B1C"	39	88	44.3181818181818
"EOG091H0B4K"	24	87	27.5862068965517
"EOG091H0B5Y"	35	62	56.4516129032258
"EOG091H0B69"	28	204	13.7254901960784
"EOG091H0B7O"	55	89	61.7977528089888
"EOG091H0BAA"	47	60	78.3333333333333
"EOG091H0BC8"	45	94	47.8723404255319
